author,text,clean_text,likeCount,publishedAt,sentiment
@juandelacruz8639,I know it's been a while since she's passed but as a fan we will always miss her no one can ever replace her.her voice is iconic n will b forever missed her words in politics n war only speak the truth I wish leaders of all nations would listen to the distruction they cause for people all around the world may  her spirit rest n heaven for all eternity ❤❤❤❤,know since shes passed fan always miss one ever replace herher voice iconic n b forever missed words politics n war speak truth wish leaders nations would listen distruction cause people around world may spirit rest n heaven eternity,0,2025-06-13T01:15:53Z,positive
@ileonardog,Anyone in 2095 ?,anyone,5,2025-06-13T01:00:34Z,neutral
@Thatguy101rahh,"I've never heard this song before but for some reason I just felt like searching up ""bohemian rhapsody"" and i'm shocked confused and surprised right now that I just got this random feeling to search up something i have never seen or heard of before",ive never heard song reason felt like searching bohemian rhapsody im shocked confused surprised right got random feeling search something never seen heard,2,2025-06-13T00:16:27Z,negative
@WesleySantos-u9c,oi,oi,0,2025-06-13T00:06:18Z,neutral
@miguelquisbert6468,Y seguimos acá 🎧🗿 XII-VI-MMXXV,seguimos ac xiivimmxxv,0,2025-06-12T23:08:38Z,neutral
@slenderemi,This song gives me a feeling no other song does and brings tears to my eyes,song gives feeling song brings tears eyes,43,2025-06-12T22:21:27Z,neutral
@RafaelDollevedo,4:06,,0,2025-06-12T22:03:26Z,neutral
@F.R.E.D.DbutalsonotFredd,Genuinely one of the best songs of all time.,genuinely one best songs time,38,2025-06-12T21:35:15Z,positive
@teyanuputorti7927,What a great song,great song,0,2025-06-12T21:18:07Z,positive
@outgrown3094,"1567  DAYS listening to Bohemian Rhapsody everyday, until im famous 16th june",days listening bohemian rhapsody everyday im famous th june,1,2025-06-12T20:23:57Z,neutral
@goat5635,TRUE WORD,true word,0,2025-06-12T19:57:05Z,positive
@suditvr,"There's 3 types of people here.
1. Headphone testers
2. Freddie Mercury Appreciators
3. Here for the song (me)",theres types people headphone testers freddie mercury appreciators song,0,2025-06-12T19:25:09Z,neutral
@doratorres9971,"Mama , ooh , No quería hacerte llorar .Hermoso tema 😭❤️.",mama ooh quera hacerte llorar hermoso tema,0,2025-06-12T19:12:29Z,neutral
@MarinaDflorio,Que cancion tan impresionante ❤ y tengo 25 años . Me hubiera gustado vivir su época pero queda su legado... chingon queen ❤,que cancion tan impresionante tengo aos hubiera gustado vivir su poca pero queda su legado chingon queen,2,2025-06-12T19:06:25Z,neutral
@WorldMiniMusic,"Easy To Sing Along Version
https://youtu.be/sVyq9Toqjsg",easy sing along version,0,2025-06-12T18:46:11Z,positive
@СергейТюрин-з4с,❤❤❤,,0,2025-06-12T18:33:19Z,neutral
@Coelholopes15,2b vamoss,b vamoss,0,2025-06-12T18:06:15Z,neutral
@robbygreco7156,I have inventate you,inventate,0,2025-06-12T17:50:55Z,neutral
@ShesJustAsBoredAsMee,Nearly 2 billion views is crazy. Let's fuggin go!,nearly billion views crazy lets fuggin go,0,2025-06-12T17:29:42Z,negative
@kejtipe7202,:),,0,2025-06-12T16:54:38Z,neutral
@denisseaguirre7894,Alguien en 2080????🤌🏻🤗🥰,alguien en,0,2025-06-12T16:46:12Z,neutral
@땡땡이-p1v,This music is perfect,music perfect,2,2025-06-12T16:16:23Z,positive
@ghinaomar9529,After all this years i still enjoy when i hear this song,years still enjoy hear song,0,2025-06-12T15:20:08Z,positive
@Cei_lee,BİSMİLLAH,bsmllah,0,2025-06-12T15:16:04Z,neutral
@ihabadib-o6k,This is sad song or happy song ?,sad song happy song,0,2025-06-12T14:29:35Z,neutral
@badbunny4631,"In  here Freddy looks a a rock God, his best look. RIP 🕯🙏",freddy looks rock god best look rip,4,2025-06-12T11:29:44Z,positive
@outgrown3094,"1566  DAYS listening to Bohemian Rhapsody everyday, until im famous 15th june",days listening bohemian rhapsody everyday im famous th june,1,2025-06-12T10:02:42Z,neutral
@latifarivera2883,Right here love this song 😍,right love song,1,2025-06-12T08:09:48Z,positive
@renwilson6987,This song is a treat for beginning to end.,song treat beginning end,2,2025-06-12T07:24:03Z,neutral
@diver_and_down,seen a book while reading this and the main character was next to me reading it!,seen book reading main character next reading,0,2025-06-12T07:17:53Z,neutral
@Starry_Loft,16 years and i still know the entire song and still love it <3,years still know entire song still love,0,2025-06-12T07:16:35Z,positive
@n1gg4fr0,"Puedo percibir vida en la muerte, y nostalgia en el desprecio.
Un hermoso lugar para mí.
❤",puedo percibir vida en la muerte nostalgia en el desprecio un hermoso lugar para,0,2025-06-12T05:41:12Z,neutral
@sandrinerobert5200,Le top du top de QUEEN !!! à écouter avec un casque ou des écouteurs à fond !!! on a le son bien distinct des 2 côtés c'est génial !,le top du top de queen couter avec un casque ou des couteurs fond le son bien distinct des cts cest gnial,0,2025-06-12T05:10:45Z,positive
@romadonne3551,Anyone listening this in2025 ???☆,anyone listening,0,2025-06-12T05:08:48Z,neutral
@supercellgaming899,I so much love this song ❤❤,much love song,1,2025-06-12T04:35:00Z,positive
@kassemtyrany2071,Anybody else get chills,anybody else get chills,0,2025-06-12T04:26:49Z,neutral
@yungquagton,nothing really matters,nothing really matters,1,2025-06-12T03:07:36Z,neutral
@GARANG_S,2025 2 billion view,billion view,0,2025-06-12T02:35:35Z,neutral
@EdderHazan-m9z,La mejor banda,la mejor banda,1,2025-06-12T01:25:46Z,neutral
@Komsom-j5x,คนไทยฟัง,,1,2025-06-12T01:23:05Z,neutral
@sempretr-l4g,Junho 2025 ???,junho,1,2025-06-12T01:04:03Z,neutral
@Fulanodenadie,La mejor banda de la historia ❤,la mejor banda de la historia,1,2025-06-12T00:47:48Z,neutral
@Davepool-hs7vr,Fearless is forever,fearless forever,0,2025-06-12T00:37:13Z,neutral
@fabyosorio3661,Wow cada que escucho esta melodía se me enchina la piel al máximo y me hace sentir como una satisfacción al final 🤩🫶 la amo gracias Freddy Mercury gracias Queen,wow cada que escucho esta meloda se enchina la piel al mximo hace sentir como una satisfaccin al final la amo gracias freddy mercury gracias queen,0,2025-06-12T00:28:44Z,neutral
@Ameur637,لا اله الا الله محمد رسول الله,,0,2025-06-12T00:25:32Z,neutral
@Thesuperkingsedwin2.1,Best part 4:09,best part,0,2025-06-12T00:21:33Z,positive
@1oni,chat gpt told me he would choose this song as his favourite,chat gpt told would choose song favourite,0,2025-06-12T00:08:02Z,neutral
@LesegoMakodi,Art🔥😭😭,art,0,2025-06-11T23:23:06Z,neutral
@crazyfox892,this song will never get old,song never get old,0,2025-06-11T23:08:39Z,neutral
@adamueltschy7861,Hey I'm here too,hey im,0,2025-06-11T23:07:01Z,neutral
@MansourADSBrasil-LM,This song is perfect,song perfect,1,2025-06-11T23:03:54Z,positive
@Ervin-j2b,Crazy how I’ve seen almost no jojos comments,crazy ive seen almost jojos comments,1,2025-06-11T22:13:42Z,negative
@JOANVliegen-z3x,queen bad boy he died finally .i.,queen bad boy died finally,0,2025-06-11T22:09:12Z,negative
@nedjlanedjla518,🤡🤡🪕🪕🪕🪕🪕🤡🤡💜💜💜💜,,1,2025-06-11T22:01:13Z,neutral
@Mike-xq1cq,Perfect song to test headphones hands down,perfect song test headphones hands,3,2025-06-11T21:59:40Z,positive
@NoaXD3947,2025 gang?,gang,0,2025-06-11T21:38:37Z,neutral
@Arturo-n7w,"huh, it sounds waaaay to different than I remember, must be some audio stuff",huh sounds waaaay different remember must audio stuff,0,2025-06-11T21:18:05Z,neutral
@MaryBrellenthin,Best band ever 2:29,best band ever,0,2025-06-11T20:31:16Z,positive
@radamesboscolo,.. comunque mi soffi il vento.❤,comunque mi soffi il vento,0,2025-06-11T19:47:02Z,neutral
@rainsegnelrobinson2934,2030 anyone?,anyone,0,2025-06-11T19:30:04Z,neutral
@ปิยะพงษ์พรมกาวงศ์-ฒ4ห,ตามมาจากรายการพี่ฟาโรส >PYMK EP115,pymk ep,0,2025-06-11T19:16:42Z,neutral
@Robin-q7p2s,2025 still listening at 62.  Music 2 never be this great again 😢,still listening music never great,0,2025-06-11T19:09:11Z,negative
@Roduchess,Alice in chains is the best!,alice chains best,0,2025-06-11T18:51:29Z,positive
@jeronimopires858,"São Pedro do Estoril 11/06/2025  19,28",pedro estoril,0,2025-06-11T18:28:15Z,neutral
@dissmemberedIGOR,"""whats your favorite choir?"" Queen",whats favorite choir queen,2,2025-06-11T17:50:48Z,positive
@nippon19,Is this version censored ?,version censored,0,2025-06-11T17:48:57Z,neutral
@DamarisXimena,Liquidación haciendo nada,liquidacin haciendo nada,0,2025-06-11T17:36:12Z,neutral
@DamarisXimena,Qué bello me clavaste la vista,qu bello clavaste la vista,0,2025-06-11T17:35:46Z,neutral
@DamarisXimena,Hjhv Hola bonito qué bonito lugar de Freddy Freddy Freddy Mercury,hjhv hola bonito qu bonito lugar de freddy freddy freddy mercury,0,2025-06-11T17:35:36Z,neutral
@adrianazertuche4022,Obra de arte pura,obra de arte pura,1,2025-06-11T16:59:47Z,neutral
@Funny-person13,♪ Mama〜just killed a man〜,mamajust killed man,1,2025-06-11T16:48:22Z,neutral
@Paulina-mi7dn,I love him the band cool,love band cool,0,2025-06-11T16:42:27Z,positive
@Paulina-mi7dn,"Im him
😢",im,0,2025-06-11T16:41:53Z,neutral
@Paulina-mi7dn,I love the movie the songs im a fan😢😢😢😭😭😭😫😫😣😓😱,love movie songs im fan,0,2025-06-11T16:41:15Z,positive
@Paulina-mi7dn,😭😭😭,,0,2025-06-11T16:40:25Z,neutral
@hotclips818,anyone in 2026?,anyone,0,2025-06-11T16:21:39Z,neutral
@roarkpop,우주 멸망할때까지 최고의 밴드,,0,2025-06-11T16:01:00Z,neutral
@AceKing69,Help the fictional character i created came to life 😭,help fictional character created came life,0,2025-06-11T15:46:04Z,neutral
@SK-mm6lj,Chatgpt said it's her favourite song,chatgpt said favourite song,0,2025-06-11T15:14:16Z,neutral
@janafoolad6689,this song is so powerful that my laptop almost crashed multiple times,song powerful laptop almost crashed multiple times,0,2025-06-11T15:09:00Z,neutral
@chelseajohnstone7616,My favourite memory of Queen is singing this in the car driving my 75 Crown bless up,favourite memory queen singing car driving crown bless,0,2025-06-11T14:43:05Z,neutral
@HattieGoodsoldier,My Favorite Uncle Ever introduced me to AC/DC when I was a baby and it's the only thing to put me to sleep and the only thing to wake me in the mornings. I Will Always Love Rock!!!,favorite uncle ever introduced acdc baby thing put sleep thing wake mornings always love rock,0,2025-06-11T13:56:26Z,positive
@믐메믐메믐믐믐믐메,Best,best,0,2025-06-11T13:51:56Z,positive
@KatherineBarrantes-wl5oi,5,,0,2025-06-11T13:04:19Z,neutral
@LordGrousm,Freddy Rulezzzzz!!!!!!!!!!!!!!!!!!,freddy rulezzzzz,0,2025-06-11T12:16:50Z,neutral
@LENIN_USEFT,Mamaaaaaaaaaaa uhhhhhhh🗣️🗣️🗣️🔥🔥🔥,mamaaaaaaaaaaa uhhhhhhh,0,2025-06-11T12:01:36Z,neutral
@jay5112006,Still a banging song and will be forever years to come,still banging song forever years come,0,2025-06-11T11:59:07Z,neutral
@delfimbastos3680,11/6/2025..... sempre.,sempre,0,2025-06-11T10:55:48Z,neutral
@thecraycrays8877,Iam here,iam,0,2025-06-11T10:37:39Z,neutral
@jessynoronha3064,2025 june,june,0,2025-06-11T10:17:06Z,neutral
@umitdeliloglu1556,"Everyone dies, some are buried in the ground and some are buried in hearts…❤",everyone dies buried ground buried hearts,0,2025-06-11T09:58:00Z,neutral
@JonnoBoi,One of my ALL TIME favorites!!!!,one time favorites,0,2025-06-11T08:35:07Z,neutral
@KaanSpartan,Anyone in 2037,anyone,1,2025-06-11T07:40:23Z,neutral
@miggslopera7029,"OF COURSE,, ANY 1 IN 2025",course,1,2025-06-11T07:21:25Z,neutral
@Sxintr,June10?,june,0,2025-06-11T05:43:51Z,neutral
@David-gu3wt,Dimanakah letak lirik bohemian rhapsody?,dimanakah letak lirik bohemian rhapsody,0,2025-06-11T05:32:44Z,neutral
@hay_sid4716,"""Mama; life is just begun"" 🗣🔥",mama life begun,0,2025-06-11T04:35:00Z,neutral
@PhasyaAlbraham,Hi😂,hi,0,2025-06-11T04:19:39Z,neutral
@Seth-n7w,Anyone 2026?,anyone,3,2025-06-11T03:59:01Z,neutral
@TrisD-c2z,I was born in 68 but I absolutely love Freddie Mercury and queen I grew up listening to this music because of my mom and when I met my husband in 87 he had listened to the same music so we just I just absolutely love Freddy,born absolutely love freddie mercury queen grew listening music mom met husband listened music absolutely love freddy,4,2025-06-11T03:37:31Z,positive
@Good_Madi,Listening to this with the whole Luigi situation going on hits different 😢,listening whole luigi situation going hits different,1,2025-06-11T03:30:54Z,neutral
@eortega4320,Brain May is a  good Bass player or guitar player he's awesome!,brain may good bass player guitar player hes awesome,1,2025-06-11T03:18:13Z,positive
@eortega4320,This video is awesome love this song💜,video awesome love song,1,2025-06-11T03:14:14Z,positive
@ramiroflores4214,Estaba cantando karaoke varios mas de 1 hora cuando escuché a Freddie Mercury me calmé.,estaba cantando karaoke varios mas de hora cuando escuch freddie mercury calm,1,2025-06-11T02:32:41Z,positive
@JTusaAmiflow-r7l,Sisi soy isis y tu fe mola gracias a Dios,sisi soy isis tu fe mola gracias dios,0,2025-06-11T02:19:44Z,neutral
@JTusaAmiflow-r7l,Vaya golazo que os metido cara pollas,vaya golazo que os metido cara pollas,1,2025-06-11T02:19:21Z,neutral
@Dieguito3019,está canción es increíble,est cancin es increble,3,2025-06-11T02:13:32Z,neutral
@theonlyoneleft3746,💯✊🏾,,0,2025-06-11T01:56:32Z,neutral
@haikalkamilhermawan8629,Bismillah,bismillah,0,2025-06-10T23:32:22Z,neutral
@sandralamb1089,Love Queen!,love queen,0,2025-06-10T23:22:31Z,positive
@TheWiseCow,❤,,0,2025-06-10T23:00:42Z,neutral
@QuoicouDinguerie,I finally found the MAMA OOH Tik Tok song ! 😹,finally found mama ooh tik tok song,2,2025-06-10T22:31:12Z,neutral
@DandaraLue,2:04 Minecraft Xp?,minecraft xp,0,2025-06-10T22:15:41Z,neutral
@DandaraLue,"0:36 with Headphones.

Left: little high
Right: little low

Amazing.",headphones left little high right little low amazing,5,2025-06-10T22:13:42Z,neutral
@olgarojaslddd1486,queen mama csca msiui csca,queen mama csca msiui csca,1,2025-06-10T21:40:43Z,neutral
@JeremyG-p5h,jh,jh,0,2025-06-10T20:44:48Z,neutral
@outgrown3094,"1565  DAYS listening to Bohemian Rhapsody everyday, until im famous 10th june",days listening bohemian rhapsody everyday im famous th june,1,2025-06-10T20:30:42Z,neutral
@Hilary_UsperCH,yo cuando empecé a amar el dreamcore mas serio:,yo cuando empec amar el dreamcore mas serio,0,2025-06-10T20:28:25Z,neutral
@adolphelowolombengi2233,Io sono italiana mamma mia😂😂😂😂❤ pizza Forever ♾️,io sono italiana mamma mia pizza forever,1,2025-06-10T20:12:16Z,neutral
@EdoardoMei,"Best song ever. Rest in peace Freddy Mercury, the Grand Regent of the Viltrum Empire",best song ever rest peace freddy mercury grand regent viltrum empire,1,2025-06-10T19:47:29Z,positive
@EdoardoMei,❤,,1,2025-06-10T19:46:15Z,neutral
@corneta7costal,Fijo que los 419.000 que le han dado a dislike escuchan regueton/trap.,fijo que los que le han dado dislike escuchan reguetontrap,2,2025-06-10T19:18:53Z,neutral
@CourtNicole-l5g,Anyone here 2098🎉😂😂,anyone,3,2025-06-10T18:55:58Z,neutral
@zacharynguyen7286,Rest in peace and power Freddie Mercury. ❤,rest peace power freddie mercury,1,2025-06-10T18:50:08Z,neutral
@a.fi000,"Bist du nicht der, für den ich dich halte 🤔😭💔🐉du hast jemanden gefunden,nicht mich ...🪲🐉ich kenne mich selbst nicht wieder....😢was dich angeht.... fremder 😎 könnte alles in den Fluss schmeißen 😢😢",bist du nicht der fr den ich dich halte du hast jemanden gefundennicht mich ich kenne mich selbst nicht wiederwas dich angeht fremder knnte alles den fluss schmeien,0,2025-06-10T18:31:23Z,neutral
@amandapeekhadley9960,he truelly was always so beautiful,truelly always beautiful,0,2025-06-10T18:28:32Z,positive
@animalstimesoffical,"""Freddie’s voice got me through nights I thought I wouldn’t survive. I lost my parents young, and now I work different jobs to support my little brother and sister. Queen’s music gave me strength — and animals gave me peace. That’s why I started a small YouTube channel about animals. If you’re a true Freddie fan and believe in kindness, maybe give it a visit. Your one sub could help more than you know. ❤️🐾",freddies voice got nights thought wouldnt survive lost parents young work different jobs support little brother sister queens music gave strength animals gave peace thats started small youtube channel animals youre true freddie fan believe kindness maybe give visit one sub could help know,1,2025-06-10T18:24:55Z,neutral
@nadeemalvi7728,l remember saw on tv what ell as kid lol,l remember saw tv ell kid lol,0,2025-06-10T18:24:20Z,positive
@MelanieRieger-k6m,❤,,2,2025-06-10T17:17:58Z,neutral
@dedus1,"It's my first time watching the video. And something is so haunting about it, something so magnificent. I don't know why, but ironically, it sends shivers down my spine. Maybe that's because of understanding, that this video was taken so far in the past. Maybe because of understanding that they are legends, singing and playing practically right in front of me. Or maybe because I know, that the times of glory for Queen had already passed and nothing will be the same as back then. It's wonderful and scary feeling...",first time watching video something haunting something magnificent dont know ironically sends shivers spine maybe thats understanding video taken far past maybe understanding legends singing playing practically right front maybe know times glory queen already passed nothing back wonderful scary feeling,2,2025-06-10T17:16:44Z,positive
@janmartinovic6718,Super!!! Mohol by si poskytnúť aj taby?,super mohol si poskytn aj taby,0,2025-06-10T17:09:02Z,positive
@barcaboyJc,Me,,0,2025-06-10T17:02:50Z,neutral
@ToniTheMink,4:09 Commence head banging,commence head banging,0,2025-06-10T16:22:37Z,neutral
@1_pdf,هَـاي أول مرا أسمعهـة حيل عجبتني🥹🤏🏻,,1,2025-06-10T16:20:39Z,neutral
@theresahaddock9818,Bad ass,bad ass,1,2025-06-10T15:40:04Z,negative
@theresahaddock9818,Bad ass~~~,bad ass,0,2025-06-10T15:39:46Z,negative
@aslysanchezmars7106,Joyita,joyita,1,2025-06-10T15:39:26Z,neutral
@Belle111,I love you Freddie 2025,love freddie,1,2025-06-10T15:39:15Z,positive
@UNholyDunn546,Anyone here at 10 June 2025,anyone june,1,2025-06-10T15:31:27Z,neutral
@renzoceccato1359,"congratulations for 1.936.000!!!!
congratulations for 1.937.000!!!!
congratulations for 1.938.000!!!!
congratulations for 1.939.000!!!!



































































































é tutto merito mio se le visualizzazzioni sono così tante!",congratulations congratulations congratulations congratulations tutto merito mio se le visualizzazzioni sono cos tante,1,2025-06-10T15:31:09Z,neutral
@buurmantenus277,were hitting 2B with this,hitting b,1,2025-06-10T15:07:46Z,neutral
@ermanabadi,"Wow keren, saya masih mendengarkan pada Juni 2025",wow keren saya masih mendengarkan pada juni,1,2025-06-10T15:02:44Z,neutral
@링링2-s3d,👏,,0,2025-06-10T14:43:37Z,neutral
@Random_clips56,June 24 is my birthday it would be nice if someone say happy birthday,june birthday would nice someone say happy birthday,5,2025-06-10T14:09:18Z,positive
@MTB455G,Remember watching this on b&w tv at my nans house in 75,remember watching bw tv nans house,0,2025-06-10T12:53:03Z,neutral
@PowerFlash2008,Anyone in 2025?,anyone,11,2025-06-10T12:02:52Z,neutral
@Esme-qu7zs,❤❤❤,,0,2025-06-10T10:41:39Z,neutral
@whoiamidontknow496,Greatest song of all time,greatest song time,1,2025-06-10T09:52:04Z,positive
@edoharmasardian,Ada gak ya orang indonesia disini?,ada gak ya orang indonesia disini,0,2025-06-10T09:33:56Z,neutral
@meowxlxlap,I swear I'm half of those viewers,swear im half viewers,1,2025-06-10T09:04:06Z,neutral
@Big.smoke_805,Watched it 20 times pretty mid,watched times pretty mid,0,2025-06-10T08:28:51Z,neutral
@DerKaktuszuechter,Bravo ❤️✅,bravo,1,2025-06-10T08:27:24Z,neutral
@YouTubeMrdominus,4:17 Thragg liked the part of this video,thragg liked part video,1,2025-06-10T08:11:37Z,positive
@TonyAaronII,"There are multiple Queen songs I like. Never once got why this song is so popular. Tried to listen again just now... Nothing. The rest of you enjoy it, though.",multiple queen songs like never got song popular tried listen nothing rest enjoy though,0,2025-06-10T06:35:05Z,positive
@outgrown3094,"1564  DAYS listening to Bohemian Rhapsody everyday, until im famous 9th june",days listening bohemian rhapsody everyday im famous th june,1,2025-06-10T06:32:55Z,neutral
@manusierra1846,Bismillah,bismillah,1,2025-06-10T05:11:49Z,neutral
@CelestialDraconis,Bohemian Rhapsody is gonna be one of those songs that's still considered an iconic masterpiece centuries later in the same vein as The Marriage of Figaro by Mozart or Für Elise by Beethoven.,bohemian rhapsody gonna one songs thats still considered iconic masterpiece centuries later vein marriage figaro mozart fr elise beethoven,1,2025-06-10T04:03:23Z,positive
@Boxingjoe,My wife showed me this. This is hilarious 😂😂😂,wife showed hilarious,0,2025-06-10T03:30:20Z,positive
@ezequielv993,4:56 Favourite part (Yes this is like my fourth comment on this vid),favourite part yes like fourth comment vid,0,2025-06-10T03:18:56Z,neutral
@user-fx9ef4tv7k,This is my end of the world song. if there's one last song I would listen to on repeat. this is it.,end world song theres one last song would listen repeat,1,2025-06-10T03:15:58Z,neutral
@Agentes-de,Anyone un June 2025😊😊,anyone un june,0,2025-06-10T02:49:40Z,neutral
@Strava09,I Watch this Video Before i Dine 😂😂😂,watch video dine,0,2025-06-10T02:08:35Z,neutral
@sebastiand8906,anyone in big 2025?,anyone big,0,2025-06-10T01:33:10Z,neutral
@lucioneyraanampa1771,Benson BONE,benson bone,0,2025-06-10T00:28:07Z,neutral
@suhadi4793,On fire 🔥,fire,0,2025-06-09T23:53:54Z,neutral
@CRISTIANISMOGRIFUS,casi 2 billones de visitas :motherofgod:,casi billones de visitas motherofgod,1,2025-06-09T23:29:13Z,neutral
@AbdoellahSoenna,The elder poop has a devil motercycel😂😂,elder poop devil motercycel,0,2025-06-09T22:46:38Z,neutral
@japi-j9k,🔠🔠🔠 Queen King 0:50 ^_^,queen king,1,2025-06-09T22:32:08Z,neutral
@Reels_Dealer,THRAGG,thragg,1,2025-06-09T22:08:55Z,neutral
@DungeonMaster-c6w,"so majestic song, i wanna cry everytime when i hear this",majestic song wanna cry everytime hear,0,2025-06-09T21:50:02Z,neutral
@MarinêzMontemezzo,Assistindo pela centésima vez em 09/06/2025❤😊👏👏👏👏😍,assistindo pela centsima vez em,0,2025-06-09T21:36:42Z,neutral
@tiapobre-d2l,Intrigante como eu sou apaixonada por Freddie❤ nasci ele ja nâo estava mais aqui😢,intrigante como eu sou apaixonada por freddie nasci ele ja estava mais aqui,1,2025-06-09T19:37:33Z,neutral
@cycyman,beelzebub is the most tricky one.. ^_^,beelzebub tricky one,0,2025-06-09T19:29:55Z,neutral
@mukmintheking,Amazing❤,amazing,1,2025-06-09T18:24:57Z,positive
@DevonBlaauw,The iconic Freddy mercury (Queen) Top 5 greatest songs of all time and damn boheham rhapsody is in it 2 billion is always on point,iconic freddy mercury queen top greatest songs time damn boheham rhapsody billion always point,1,2025-06-09T18:18:54Z,positive
@JONIXHB,2025,,2,2025-06-09T17:55:01Z,neutral
@fallsaint7766,legend,legend,1,2025-06-09T17:52:34Z,neutral
@GersonMejia-wn7pd,Art,art,1,2025-06-09T17:51:10Z,neutral
@ciptobudiman7920,Me,,0,2025-06-09T17:16:15Z,neutral
@MD-zdr,2083 ? Are you still listening this song???,still listening song,6,2025-06-09T15:58:36Z,neutral
@nour9281,"بفتحها علشان تنضف السماعه
يا رب ما تكون تعويذة",,1,2025-06-09T15:43:56Z,neutral
@davidnsenkyire1667,I’m back again in 2025 to listen to this masterpiece,im back listen masterpiece,2,2025-06-09T15:09:27Z,neutral
@juanalarcon6409,Don't hide it. You came back to hear again this masterpiece 😮,dont hide came back hear masterpiece,14,2025-06-09T14:38:43Z,neutral
@MissLouiseJane-db9hm,I am a huge fan of queen band and the band members I loved Freddie Mercury a genius,huge fan queen band band members loved freddie mercury genius,1,2025-06-09T13:41:39Z,positive
@navyphuttiwong4853,I been saw this  since 1.4 mil lol 2y man 11,saw since mil lol man,2,2025-06-09T11:35:42Z,positive
@devajitsharma1708,"Justin Beiber go to hell, this is real music",justin beiber go hell real music,2,2025-06-09T10:53:25Z,neutral
@İnciÖlmez-u9c,"Bugün 9 Haziran 2025 Pazartesi saat Türkiye saati ile 13.35 ve izlenme sayısı ""1.936.366.801"". Şimdi herkes yanıtlar bölümüne bu harika şarkıyı dinlediği tarihi ve izlenme sayısını yazsın bakalım 2 milyara ne zaman ulaşacak?",bugn haziran pazartesi saat trkiye saati ile izlenme says imdi herkes yantlar blmne bu harika arky dinledii tarihi izlenme saysn yazsn bakalm milyara ne zaman ulaacak,4,2025-06-09T10:33:47Z,neutral
@shams_the_sun,Gallileo... i've just got a new pair of  headphone. You know what I mean?😂,gallileo ive got new pair headphone know mean,0,2025-06-09T10:23:29Z,neutral
@dinakarofficial,2099 anyone?,anyone,1,2025-06-09T09:50:55Z,neutral
@huhuusssssss1,they don't make em like this anymore,dont make em like anymore,1,2025-06-09T08:53:48Z,neutral
@ivanrodrigues9597,Freddie knew he was dying and so this amazing masterpiece was invented…❤love it,freddie knew dying amazing masterpiece inventedlove,1,2025-06-09T07:55:29Z,positive
@jasonsanders8981,Queen . Legendary!,queen legendary,0,2025-06-09T07:49:42Z,positive
@pEyToN4689,“Of his warm sausage tea”😭,warm sausage tea,0,2025-06-09T07:02:44Z,positive
@eddiebarrois,I was able to go to the live aid back in 1985 it was the best concert I have ever attended rest in peace Freddie Mercury,able go live aid back best concert ever attended rest peace freddie mercury,9,2025-06-09T06:25:35Z,positive
@caseygalloway20,2025 and always,always,0,2025-06-09T05:20:05Z,neutral
@WilliamBenson-o3i,LFOF OR AS,lfof,1,2025-06-09T04:24:55Z,neutral
@skullwad,"1:24 
my fav part",fav part,3,2025-06-09T03:42:25Z,neutral
@jhunalbert2039,Does anyone notice the piano keep playing?,anyone notice piano keep playing,1,2025-06-09T03:05:05Z,neutral
@jorgeenriquecamadersantos2834,TA MUY CHEVERE ESTÁ CANCIÓN ME ENCANTA LA ÓPERA,ta muy chevere est cancin encanta la pera,1,2025-06-09T02:42:49Z,neutral
@sabamajid2509,My mom always listens to this song,mom always listens song,0,2025-06-09T02:24:59Z,neutral
@heusonline12,"This was one of my dad's favorite songs. From now on, every year on his birthday, I'm coming back and listening to this song",one dads favorite songs every year birthday im coming back listening song,19,2025-06-09T02:14:34Z,positive
@GabrielBazan-t5v,I love you queen,love queen,1,2025-06-09T01:39:17Z,positive
@ClaytonTalus,if only my dad still had this on Vinal still 😆,dad still vinal still,0,2025-06-09T01:01:09Z,neutral
@alanalanis-v5h,"Perdón vieja, por hacerte sufrir tanto. 
Deseo tanto que me veas recuperado, sosteniendo mi recuperación en el tiempo.
Lo voy a lograr Mama, te amo vieja, voy por todo, por mi victoria Mamá",perdn vieja por hacerte sufrir tanto deseo tanto que veas recuperado sosteniendo mi recuperacin en el tiempo lo voy lograr mama te amo vieja voy por todo por mi victoria mam,0,2025-06-09T00:55:03Z,neutral
@marioramonbuhlergomez1844,"Brutal...
2025",brutal,1,2025-06-09T00:40:58Z,negative
@MylesVanni-o4k,Mama oooooooooooooh😘  like if you like that song,mama oooooooooooooh like like song,1,2025-06-09T00:31:01Z,neutral
@EsepapumisteriosoVeggeta777,Real real,real real,0,2025-06-09T00:18:46Z,positive
@YukaHotta0529,"Now I find some synchronicities as if Freddie saw something, but I simply want to enjoy this song, not analyze it, because it is too beautiful.
...By the way, one of my other favorites is '39.",find synchronicities freddie saw something simply want enjoy song analyze beautiful way one favorites,0,2025-06-09T00:08:24Z,positive
@AliJawad-l5b,2025 and im still singing this..  masterpiece,im still singing masterpiece,0,2025-06-08T22:40:27Z,neutral
@outgrown3094,"1563  DAYS listening to Bohemian Rhapsody everyday, until im famous 8th june",days listening bohemian rhapsody everyday im famous th june,1,2025-06-08T21:56:21Z,neutral
@paquig848,"Alguien más la usa durante el embarazo, para ponersela con los auriculares en la barriga?",alguien ms la usa durante el embarazo para ponersela con los auriculares en la barriga,1,2025-06-08T21:01:57Z,neutral
